reference_id,target,booking_source,car_price,payment_mode_percent,token_type,emirates_of_registration,customer_nationality,test_drive_type,customer_age,customer_salary_bank,customer_salary,existing_emi,car_type,odo,model_year,car_age,loan_tenure,car_emi,new_emi,dbr,country_code_column,api_1_data_phone_basic_phoneValid,api_1_data_phone_basic_phoneDisposable,api_1_data_phone_basic_ported,api_1_data_phone_basic_portedHistory_changeInCarrierRegion,api_1_data_phone_social_profiles_emailProvider_google_registered,api_1_data_phone_social_profiles_ecommerce_amazon_registered,api_1_data_phone_social_profiles_socialMedia_facebook_registered,api_1_data_phone_social_profiles_socialMedia_twitter_registered,api_1_data_phone_social_profiles_socialMedia_instagram_registered,api_1_data_phone_social_profiles_professional_microsoft_registered,api_1_data_phone_social_profiles_professional_linkedin_registered,api_1_data_phone_social_profiles_messaging_telegram_registered,api_1_data_phone_social_profiles_messaging_telegram_privacyStatus,api_1_data_phone_social_profiles_messaging_whatsapp_registered,api_1_data_phone_social_profiles_messaging_whatsapp_privacyStatus,api_1_data_phone_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_consumerElectronics_apple_registered,api_1_data_email_social_profiles_emailProvider_google_registered,api_1_data_email_social_profiles_emailProvider_yahoo_registered,api_1_data_email_social_profiles_ecommerce_amazon_registered,api_1_data_email_social_profiles_ecommerce_ebay_registered,api_1_data_email_social_profiles_socialMedia_facebook_registered,api_1_data_email_social_profiles_socialMedia_instagram_registered,api_1_data_email_social_profiles_socialMedia_pinterest_registered,api_1_data_email_social_profiles_socialMedia_twitter_registered,api_1_data_email_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_professional_wordpress_registered,api_1_data_email_social_profiles_professional_linkedin_registered,api_1_data_email_social_profiles_professional_microsoft_registered,api_1_data_email_social_profiles_professional_hubspot_registered,api_1_data_email_social_profiles_entertainment_spotify_registered,api_1_data_email_social_profiles_entertainment_disneyplus_registered,api_1_data_email_social_profiles_financial_paypal_registered,api_1_data_email_basic_deliverable,api_1_data_email_basic_domainDetails_registered,api_1_data_email_basic_domainDetails_disposable,api_1_data_email_basic_domainDetails_freeProvider,api_1_data_email_basic_domainDetails_websiteExists,api_1_data_email_basic_domainDetails_acceptAll,api_1_data_email_basic_breach_isBreached,api_1_Eng_originalCarrier,api_1_Eng_currentCarrier,api_1_Eng_consumer_segment,api_1_data_phone_basic_portedHistory_numberOfPorts,api_1_data_phone_social_summary_registeredProfiles,api_1_data_phone_social_summary_registeredEmailProviderProfiles,api_1_data_phone_social_summary_registeredEcommerceProfiles,api_1_data_phone_social_summary_registeredSocialMediaProfiles,api_1_data_phone_social_summary_registeredProfessionalProfiles,api_1_data_phone_social_summary_registeredMessagingProfiles,api_1_data_phone_social_summary_numberOfPhotosReturned,api_1_data_email_social_summary_registeredProfiles,api_1_data_email_social_summary_registeredConsumerElectronicsProfiles,api_1_data_email_social_summary_registeredEmailProviderProfiles,api_1_data_email_social_summary_registeredEcommerceProfiles,api_1_data_email_social_summary_registeredSocialMediaProfiles,api_1_data_email_social_summary_registeredMessagingProfiles,api_1_data_email_social_summary_registeredProfessionalProfiles,api_1_data_email_social_summary_registeredEntertainmentProfiles,api_1_data_email_social_summary_registeredFinancialProfiles,api_1_data_email_social_summary_numberOfNamesReturned,api_1_data_email_basic_breach_noOfBreaches,api_1_data_email_basic_emailTenure,api_1_Eng_data_email_basic_breach_lastBreach_delta,api_1_Eng_platform_availability,api_1_Eng_data_phone_social_profiles_messaging_whatsapp_photo_availability,api_1_Eng_frequent_user,api_1_Eng_registeredEcommerceProfiles_comparison,api_1_Eng_registeredEmailProviderProfiles_comparison,api_1_Eng_registeredMessagingProfiles_comparison,api_1_Eng_registeredProfessionalProfiles_comparison,api_1_Eng_available_top3_segments,name_available,name_similarity_match_with_email_before_domain,location_present,location,photo_present,employement_history_count,recent_employer_name,education_history_count,designation_present,current_designation,number_of_designation,designation_changed,no_of_different_employer,work_experiance,joining_date_present_of_employemnt,exit_date_present_of_previous_employment,difference_between_no_joining_vs_no_exist,employer_logo_present,no_of_employer_logo_present,no_of_employement_linkedin_url_present,field_of_study_present,field_of_degree_present,field_of_school_present,first_education_completed_year_ago,current_exp_in_recent_company,total_time_spent_on_study,list_of_degree_name
AJ6NNB,1,MobileApp,112995,100% - financing,NEX_TOKEN,DUBAI,Syrian Arab Republic,HUB,29,ENBD,15000.0,1.0,PRIME,87493,2020,3,5,1770.255,1771.255,11.80836667,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,,True,,True,PUBLIC,True,PRIVATE,False,True,True,,True,False,True,,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,1.0,0.0,1.0,1.0,2.0,1.0,12.0,2.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,2.22,72.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
OXE4KV,0,MobileApp,139999,80% - financing,NEX_TOKEN,DUBAI,India,HOME,31,ENBD,6000.0,1.0,PRIME,27503,2018,5,5,2193.317667,2194.317667,36.57196111,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,,,True,PUBLIC,True,True,True,False,True,False,,,True,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,7.0,1.0,1.0,2.0,1.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,6.52,72.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
WL7N27,0,MobileApp,43999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,39,Others,17000.0,10.0,PRIME,45896,2019,4,5,689.3176667,699.3176667,4.113633333,AE,True,False,False,NOT_SUPPORTED,True,True,False,True,True,True,,,,True,PRIVATE,True,,True,False,True,True,False,True,True,True,True,,True,False,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,DU,,,7.0,1.0,1.0,2.0,1.0,2.0,1.0,14.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,1.0,8.0,10.94,235.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.65,True,"Dubai, United Arab Emirates",True,10.0,Himalaya Wellness Company,3.0,True,Ecommerce Lead (U.A.E),10.0,True,9.0,15.5,True,True,1.0,True,10.0,10.0,True,True,True,21.0,1.56,17,"['Master of Business Administration - MBA, Marketing and Internation Business', 'B.Sc, Biotechnology', '12, Science']"
N5Y6YQ,0,MobileApp,29999,80% - financing,NEX_TOKEN,DUBAI,India,HOME,35,Others,9200.0,3030.0,PRIME,112521,2019,4,5,469.9843333,3499.984333,38.04330797,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,True,True,,,,True,PUBLIC,False,False,False,,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,True,False,False,True,False,False,ETISALAT,DU,,,5.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
YUKCC4,0,CC,53999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,55,Others,13000.0,1050.0,PRIME,57732,2023,0,5,845.9843333,1895.984333,14.58449487,AE,True,False,False,NOT_SUPPORTED,True,False,True,True,True,False,,False,,True,PUBLIC,False,True,True,True,True,False,True,True,True,True,True,,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,1.0,0.0,3.0,0.0,1.0,1.0,14.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,2.0,9.0,12.26,1373.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.0,True,"Vadodara, Gujarat, India",True,10.0,Larsen & Toubro,3.0,True,DGM-Internal control (Middle East and Africa)Finance and Accountsand Admin,10.0,True,6.0,134.93,True,True,1.0,True,2.0,10.0,True,True,True,34.0,7.9,28,
JCX6L4,0,MobileApp,71999,80% - financing,EX_TOKEN,DUBAI,India,HUB,34,ENBD,8500.0,2300.0,PRIME,10948,2023,0,5,1127.984333,3427.984333,40.32922745,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,True,True,,True,PRIVATE,True,PUBLIC,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,5.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
HVWRNA,0,MobileApp,66999,100% - financing,EX_TOKEN,DUBAI,India,HUB,37,ENBD,12000.0,1.0,PRIME,16997,2019,4,5,1049.651,1050.651,8.755425,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,False,False,,,,True,PUBLIC,True,True,True,False,True,False,False,,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.86,33.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.58,True,"Dubai, United Arab Emirates",True,3.0,Yateem Opticians/ Yateem Group,4.0,True,Sales Manager,3.0,True,3.0,10.5,True,True,1.0,True,3.0,3.0,True,True,True,16.0,4.64,12,
YY3M0P,0,MobileApp,59999,100% - financing,NEX_TOKEN,RAS_AL_KHAIMAH,India,HUB,40,ENBD,8000.0,1.0,PRIME,71376,2020,3,5,939.9843333,940.9843333,11.76230417,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,False,,True,PUBLIC,False,False,True,False,False,False,True,,True,False,False,False,,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,6.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
XISYAN,0,MobileApp,73999,100% - financing,NEX_TOKEN,DUBAI,Pakistan,HUB,37,ENBD,12000.0,1.0,PRIME,48874,2022,1,5,1159.317667,1160.317667,9.669313889,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,False,,True,PRIVATE,True,PUBLIC,False,False,True,True,True,False,True,,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,1.0,1.0,1.0,0.0,2.0,1.0,10.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,9.0,12.26,1315.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,,True,0.9,True,"Dubai, United Arab Emirates",True,9.0,Knight Frank MENA,2.0,True,Senior Performance Marketing Specialist ,9.0,True,8.0,16.54,True,True,1.0,True,9.0,9.0,True,True,True,20.0,0.98,4,"['Bachelor of Arts - BA, Business/Managerial Economics', 'Intermediate, Computer and Information Sciences and Support Services']"
NWLNY3,0,mSite,105995,100% - financing,NEX_TOKEN,DUBAI,India,HUB,40,ENBD,12000.0,1.0,PRIME,60943,2021,2,5,1660.588333,1661.588333,13.84656944,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,False,False,,False,,True,PUBLIC,False,True,True,False,True,False,False,False,True,False,False,False,,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,1.0,1.0,0.0,0.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,7.23,1233.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
LQL9MV,0,MobileApp,59999,80% - financing,NEX_TOKEN,DUBAI,China,HOME,30,ENBD,12000.0,1.0,PRIME,45634,2020,3,5,939.9843333,940.9843333,7.841536111,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,False,True,,,,True,PUBLIC,False,True,True,False,True,False,True,,False,True,False,False,,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,6.0,1.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
U9ICWR,0,MobileApp,69990,80% - financing,NEX_TOKEN,ABU_DHABI,India,HUB,35,ENBD,10000.0,1.0,LITE,96258,2018,5,5,1096.51,1097.51,10.9751,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,True,,False,,True,PRIVATE,False,,True,False,True,True,True,,False,False,False,False,True,True,False,,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.31,115.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
JEII35,0,MobileApp,31995,100% - financing,NEX_TOKEN,ABU_DHABI,India,HUB,48,ENBD,5100.0,0.0,LITE,175564,2015,8,3,785.655,785.655,15.405,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,,False,,,,True,PRIVATE,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,3.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
OE04WF,0,MobileApp,83999,100% - financing,NEX_TOKEN,DUBAI,Syrian Arab Republic,HOME,34,ENBD,8000.0,1.0,PRIME,57049,2018,5,5,1315.984333,1316.984333,16.46230417,AE,True,False,False,NOT_SUPPORTED,True,True,,False,True,True,,True,PUBLIC,True,PUBLIC,False,False,True,,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,False,ETISALAT,,,,6.0,1.0,1.0,1.0,1.0,2.0,2.0,7.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,,,5.0,1.0,1.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
F122D5,0,mSite,143999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,39,Others,15000.0,2908.0,PRIME,119978,2019,4,5,2255.984333,5163.984333,34.42656222,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,True,True,,False,,True,PUBLIC,False,True,True,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,7.0,7.82,1173.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
DWZ1JL,0,MobileApp,133699,100% - financing,EX_TOKEN,DUBAI,Pakistan,HUB,39,Others,33000.0,1100.0,PRIME,60492,2018,5,5,2094.617667,3194.617667,9.680659596,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,False,,,,True,PRIVATE,False,,False,True,False,False,False,False,False,False,False,False,,,False,False,False,False,True,True,False,False,True,False,True,ETISALAT,,,,6.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.45,810.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,0.61,True,"Dubai, United Arab Emirates",True,6.0,Standard Chartered Bank UAE,2.0,True,"Senior Manager, Financing & Securities Services Operations",6.0,True,2.0,11.94,True,True,1.0,True,1.0,6.0,True,True,True,23.0,14.15,5,
5JXH2L,0,MobileApp,75999,100% - financing,NEX_TOKEN,DUBAI,France,HUB,44,ENBD,45000.0,0.0,PRIME,90749,2016,7,4,1443.981,1443.981,3.208846667,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,False,False,,,,True,PUBLIC,False,,True,False,True,,False,,True,False,True,False,,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,7.6,810.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
9F2C0A,0,MobileApp,104699,100% - financing,NEX_TOKEN,DUBAI,India,HOME,42,ADCB,22400.0,0.0,PRIME,46077,2020,3,5,1640.284333,1640.284333,7.322697917,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,False,,False,,True,PRIVATE,True,True,True,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,DU,,,5.0,1.0,1.0,1.0,0.0,2.0,1.0,12.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,12.0,12.26,591.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
53UF7Q,0,MobileApp,35999,100% - financing,NEX_TOKEN,DUBAI,India,HOME,36,Others,11000.0,1.0,PRIME,64388,2017,6,5,563.9843333,564.9843333,5.136221212,AE,True,False,False,NOT_SUPPORTED,True,False,True,True,False,False,,True,PRIVATE,True,PUBLIC,False,True,True,,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,0.0,2.0,0.0,2.0,1.0,14.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,1.0,13.0,16.1,323.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
V4PRDB,0,MobileApp,69999,80% - financing,NEX_TOKEN,DUBAI,United Kingdom,HOME,43,ENBD,25000.0,1.0,PRIME,71802,2018,5,5,1096.651,1097.651,4.390604,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,True,True,,False,,True,PRIVATE,False,,True,True,True,True,True,,False,False,True,False,,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,DU,,,5.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,6.95,810.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
NKZKG4,1,MobileApp,119999,80% - financing,NEX_TOKEN,DUBAI,Egypt,HUB,37,Others,30000.0,1400.0,PRIME,98293,2018,5,5,1879.984333,3279.984333,10.93328111,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,True,,,,True,PRIVATE,False,True,True,False,True,False,True,True,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,7.0,1.0,1.0,3.0,1.0,1.0,0.0,12.0,2.0,1.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,5.3,810.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
57IW09,1,CC,89999,80% - financing,EX_TOKEN,ABU_DHABI,Malaysia,HUB,34,ADCB,44000.0,1.0,PRIVATE_SELLER_PRO,110060,2017,6,5,1409.984333,1410.984333,3.206782576,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,False,,False,,False,,False,True,True,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
BONXEQ,1,MobileApp,142990,100% - financing,EX_TOKEN,DUBAI,Sudan,HUB,37,Others,7500.0,1.0,PRIME,88264,2021,2,5,2240.176667,2241.176667,29.88235556,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,False,False,,True,PRIVATE,True,PUBLIC,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,ETISALAT,,,,4.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
ZWBEH7,0,mSite,69999,80% - financing,EX_TOKEN,DUBAI,India,HUB,41,EIB,13000.0,950.0,PRIME,116314,2019,4,5,1096.651,2046.651,15.74346923,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,True,True,,,,True,PRIVATE,True,True,True,False,True,False,True,,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,6.0,0.0,1.0,2.0,1.0,2.0,0.0,12.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.45,164.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,,True,0.59,True,"Dubai, United Arab Emirates",True,5.0,Emirates,1.0,True,Production support officer,5.0,True,1.0,11.53,True,True,2.0,True,5.0,5.0,True,True,True,,16.99,0,['Bachelor of Business Administration - BBA']
9CDC0T,0,MobileApp,66630,100% - financing,NEX_TOKEN,ABU_DHABI,India,HUB,32,Others,16000.0,5550.0,PRIME,79166,2018,5,5,1043.87,6593.87,41.2116875,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,False,False,,True,PRIVATE,True,PRIVATE,False,False,True,False,False,False,True,True,True,True,True,,True,False,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,6.0,6.52,981.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.6,True,"Abu Dhabi Emirate, United Arab Emirates",True,5.0,Omamh binth Al harith School,4.0,True,High School Teacher,5.0,True,5.0,5.3100000000000005,True,True,1.0,False,,5.0,True,True,True,11.0,3.24,6,"['Master of Science (MSc), Zoology', 'G accountant', 'Bsc, Zoology', 'B. Ed, Natural science']"
K8QBIW,0,MobileApp,46499,100% - financing,NEX_TOKEN,ABU_DHABI,India,HOME,34,Others,5397.0,1.0,PRIME,114915,2017,6,5,728.4843333,729.4843333,13.51647829,AE,True,False,False,NOT_SUPPORTED,True,False,True,True,True,False,,,,True,PRIVATE,False,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,0.0,3.0,0.0,1.0,0.0,13.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,1.0,5.0,5.69,810.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
0CCCP2,0,MobileApp,69999,100% - financing,NEX_TOKEN,DUBAI,Nigeria,HUB,32,Others,12000.0,0.0,PRIME,48155,2022,1,5,1096.651,1096.651,9.138758333,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,,True,,,,True,PUBLIC,True,True,True,False,False,True,False,False,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,5.0,0.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,,,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
V2BQ0J,0,MobileApp,57695,100% - financing,EX_TOKEN,ABU_DHABI,Syrian Arab Republic,HUB,45,Others,23440.0,1000.0,PRIME,144771,2016,7,4,1096.205,2096.205,8.942854096,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,False,,True,PUBLIC,True,PRIVATE,True,True,True,True,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,ETISALAT,,,,8.0,1.0,1.0,3.0,0.0,3.0,1.0,13.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.2,72.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
FXZVET,0,WebApp,51999,100% - financing,NEX_TOKEN,DUBAI,Pakistan,HUB,33,ENBD,6000.0,0.0,PRIME,97085,2020,3,5,814.651,814.651,13.57751667,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,False,,True,PUBLIC,True,PRIVATE,False,True,True,False,True,True,True,True,True,True,True,,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,7.0,1.0,1.0,3.0,0.0,2.0,1.0,16.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,0.0,1.0,11.0,8.26,72.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
BKE2FX,0,mSite,115999,100% - financing,NEX_TOKEN,DUBAI,Singapore,HOME,40,ADCB,21500.0,1.0,PRIME,28890,2020,3,5,1817.317667,1818.317667,8.457291473,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,False,False,,True,PRIVATE,True,PRIVATE,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
FGH7GP,1,MobileApp,43999,100% - financing,NEX_TOKEN,DUBAI,Philippines,HUB,35,DIB,6700.0,1706.0,PRIME,116887,2017,6,5,689.3176667,2395.317667,35.75100995,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,,False,,False,,True,PRIVATE,False,,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,0.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,11.64,2040.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
MR7N9J,1,MobileApp,69999,100% - financing,NEX_TOKEN,DUBAI,United Arab Emirates,HOME,41,EIB,55000.0,1.0,PRIME,100314,2016,7,4,1329.981,1330.981,2.419965455,AE,True,False,False,NOT_SUPPORTED,False,True,,True,True,True,,True,PUBLIC,True,PUBLIC,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,,True,False,False,ETISALAT,,,,6.0,0.0,1.0,2.0,1.0,2.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,1.0,1.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
